index,fR,fGV,fSoil,year,lat_utm18n,lon_utm18n,lat_degrees,lon_degrees,photo_id,residue_type,cover_crop_residue,R_427,R_482,R_547,R_604,R_660,R_723,R_824,R_914,R_1209,R_1572,R_1661,R_1730,R_2164,R_2202,R_2259,R_2329,R_swir1,R_swir2,wi,ndti,swira,sindri,sidri,ndvi
517,0.425,0.010550459,0.564449541,5/3/2017,4299461.411,417280.2503,38.840076,-75.953133,IMG_2384.JPG,maize_cereal,No,0.105,0.101,0.130,0.142,0.151,0.257,0.323,0.354,0.371,0.286,0.308,0.307,0.241,0.246,0.231,0.212,0.297,0.239,1.241,0.107,0.243,0.032,0.015,0.364
518,0.345,0.005368852,0.649631148,5/3/2017,4299436.109,417311.9283,38.839851,-75.952765,IMG_2385.JPG,maize_cereal,No,0.105,0.104,0.134,0.147,0.157,0.259,0.322,0.351,0.374,0.287,0.308,0.307,0.242,0.246,0.230,0.211,0.297,0.239,1.243,0.108,0.245,0.033,0.016,0.344
519,0.5,0.017241379,0.482758621,5/3/2017,4299393.291,417309.9193,38.839465,-75.952783,IMG_2386.JPG,maize_cereal,No,0.101,0.098,0.128,0.139,0.146,0.259,0.332,0.360,0.375,0.272,0.297,0.294,0.225,0.231,0.216,0.197,0.284,0.224,1.268,0.118,0.254,0.033,0.015,0.390
520,0.365,0.016858407,0.618141593,5/3/2017,4299349.55,417300.5227,38.83907,-75.952886,IMG_2387.JPG,maize_cereal,No,0.110,0.109,0.136,0.153,0.167,0.248,0.303,0.334,0.371,0.292,0.313,0.311,0.247,0.252,0.236,0.217,0.303,0.245,1.235,0.105,0.243,0.033,0.016,0.289
521,0.43,0,0.57,5/3/2017,4299334.217,417259.6537,38.838928,-75.953355,IMG_2388.JPG,maize_cereal,No,0.112,0.110,0.134,0.148,0.161,0.236,0.289,0.319,0.359,0.299,0.317,0.317,0.259,0.262,0.246,0.227,0.308,0.256,1.204,0.093,0.220,0.033,0.017,0.285
522,0.165,0.005880282,0.829119718,5/3/2017,4299346.878,417216.2992,38.839038,-75.953856,IMG_2389.JPG,maize_cereal,No,0.109,0.106,0.132,0.146,0.158,0.244,0.301,0.331,0.362,0.305,0.322,0.322,0.266,0.270,0.253,0.235,0.314,0.263,1.194,0.088,0.215,0.031,0.016,0.311
523,0.31,0,0.69,5/3/2017,4299384.861,417160.5367,38.839375,-75.954503,IMG_2390.JPG,maize_cereal,No,0.110,0.109,0.135,0.152,0.166,0.247,0.302,0.335,0.382,0.318,0.337,0.338,0.276,0.279,0.262,0.243,0.327,0.272,1.203,0.092,0.233,0.033,0.018,0.290
524,0.29,0.016321839,0.693678161,5/3/2017,4299408.032,417131.0935,38.839581,-75.954845,IMG_2391.JPG,maize_cereal,No,0.121,0.119,0.141,0.159,0.176,0.247,0.297,0.332,0.361,0.302,0.319,0.320,0.261,0.265,0.249,0.231,0.310,0.258,1.200,0.091,0.218,0.030,0.016,0.256
525,0.405,0,0.595,5/3/2017,4299442.851,417080.8538,38.83989,-75.955428,IMG_2392.JPG,maize_cereal,No,0.122,0.119,0.141,0.158,0.175,0.242,0.290,0.323,0.359,0.302,0.319,0.321,0.262,0.266,0.251,0.232,0.311,0.260,1.196,0.089,0.214,0.029,0.015,0.249
526,0.24,0,0.76,5/3/2017,4299476.168,417036.3276,38.840186,-75.955945,IMG_2393.JPG,maize_cereal,No,0.109,0.109,0.133,0.154,0.174,0.235,0.279,0.310,0.355,0.282,0.303,0.304,0.240,0.243,0.230,0.211,0.292,0.238,1.230,0.103,0.231,0.028,0.013,0.233
527,0.52,0,0.48,5/3/2017,4299525.514,416976.6931,38.840625,-75.956638,IMG_2394.JPG,maize_cereal,No,0.113,0.113,0.137,0.160,0.182,0.235,0.274,0.309,0.352,0.302,0.319,0.321,0.265,0.269,0.253,0.235,0.310,0.262,1.186,0.085,0.205,0.031,0.016,0.204
528,0.28,0.005538462,0.714461538,5/3/2017,4299556.497,416932.4905,38.8409,-75.957151,IMG_2395.JPG,maize_cereal,No,0.113,0.113,0.139,0.163,0.185,0.239,0.279,0.314,0.347,0.291,0.309,0.311,0.254,0.258,0.243,0.226,0.300,0.252,1.194,0.088,0.205,0.029,0.014,0.204
529,0.76,0,0.24,5/3/2017,4300406.2,417750.7794,38.848633,-75.947825,IMG_2399.JPG,soy,No,0.133,0.137,0.164,0.191,0.215,0.278,0.319,0.359,0.430,0.405,0.427,0.430,0.360,0.370,0.333,0.314,0.416,0.354,1.175,0.081,0.262,0.053,0.037,0.195
530,0.535,0,0.465,5/3/2017,4300418.504,417709.4225,38.84874,-75.948303,IMG_2400.JPG,soy,No,0.132,0.136,0.161,0.188,0.213,0.269,0.308,0.348,0.418,0.396,0.416,0.418,0.355,0.365,0.330,0.313,0.406,0.350,1.160,0.074,0.236,0.051,0.035,0.183
531,0.735,0,0.265,5/3/2017,4300431.045,417677.4413,38.84885,-75.948673,IMG_2401.JPG,soy,No,0.132,0.136,0.162,0.189,0.214,0.271,0.310,0.350,0.412,0.386,0.405,0.410,0.348,0.357,0.323,0.305,0.396,0.343,1.155,0.072,0.224,0.049,0.033,0.185
532,0.73,0,0.27,5/3/2017,4300419.013,417607.0183,38.848735,-75.949483,IMG_2403.JPG,soy,No,0.132,0.136,0.162,0.188,0.212,0.270,0.310,0.350,0.425,0.401,0.423,0.424,0.359,0.369,0.332,0.313,0.412,0.353,1.166,0.077,0.248,0.053,0.037,0.188
533,0.57,0,0.43,5/3/2017,4300372.881,417667.5509,38.848325,-75.94878,IMG_2405.JPG,soy,No,0.126,0.130,0.153,0.177,0.201,0.257,0.298,0.337,0.409,0.385,0.404,0.409,0.349,0.357,0.325,0.308,0.395,0.344,1.149,0.069,0.216,0.048,0.032,0.196
534,0.755,0.007205882,0.237794118,5/3/2017,4300338.521,417748.7752,38.848023,-75.94784,IMG_2407.JPG,soy,No,0.132,0.138,0.163,0.189,0.214,0.272,0.314,0.353,0.422,0.401,0.423,0.425,0.358,0.367,0.330,0.312,0.412,0.352,1.171,0.079,0.254,0.053,0.037,0.189
535,0.6,0,0.4,5/3/2017,4300355.885,417786.6216,38.848183,-75.947406,IMG_2408.JPG,soy,No,0.132,0.140,0.168,0.196,0.224,0.286,0.331,0.371,0.442,0.414,0.437,0.438,0.364,0.373,0.333,0.314,0.425,0.357,1.192,0.088,0.289,0.057,0.040,0.192
536,0.755,0,0.245,5/3/2017,4300375.95,417810.2625,38.848366,-75.947136,IMG_2409.JPG,soy,No,0.133,0.140,0.166,0.194,0.220,0.280,0.322,0.362,0.448,0.424,0.447,0.448,0.372,0.383,0.341,0.322,0.436,0.365,1.193,0.088,0.297,0.058,0.042,0.189
537,0.615,0,0.385,5/3/2017,4300400.474,417842.7151,38.84859,-75.946765,IMG_2410.JPG,soy,No,0.129,0.133,0.160,0.183,0.205,0.274,0.320,0.360,0.412,0.373,0.394,0.394,0.326,0.333,0.300,0.282,0.384,0.320,1.199,0.091,0.269,0.052,0.033,0.220
538,0.33,0.034358974,0.635641026,5/3/2017,4302490.182,417907.0698,38.867425,-75.946273,IMG_2415.JPG,maize,No,0.106,0.110,0.145,0.180,0.203,0.255,0.288,0.314,0.354,0.322,0.338,0.338,0.286,0.288,0.272,0.252,0.330,0.282,1.170,0.078,0.203,0.027,0.015,0.172
539,0.195,0.037818792,0.767181208,5/3/2017,4302487.777,417957.1083,38.867408,-75.945696,IMG_2416.JPG,maize,No,0.107,0.110,0.142,0.172,0.195,0.246,0.279,0.306,0.357,0.336,0.352,0.353,0.308,0.310,0.293,0.272,0.344,0.303,1.134,0.063,0.171,0.029,0.017,0.178
540,0.185,0.02130719,0.79369281,5/3/2017,4302469.674,418044.1197,38.867253,-75.944691,IMG_2418.JPG,maize,No,0.107,0.110,0.143,0.175,0.198,0.250,0.283,0.309,0.356,0.335,0.351,0.353,0.305,0.308,0.291,0.270,0.343,0.301,1.138,0.065,0.176,0.029,0.017,0.177
541,0.305,0.07228,0.62272,5/3/2017,4302342.445,417973.0429,38.8661,-75.945495,IMG_2421.JPG,maize,No,0.110,0.114,0.150,0.185,0.210,0.259,0.291,0.318,0.365,0.343,0.357,0.359,0.305,0.306,0.290,0.269,0.350,0.300,1.166,0.077,0.210,0.026,0.016,0.162
542,0.285,0.055,0.66,5/3/2017,4302221.136,417930.5719,38.865003,-75.94597,IMG_2423.JPG,maize_cereal,No,0.109,0.114,0.149,0.180,0.207,0.261,0.299,0.331,0.397,0.388,0.404,0.405,0.349,0.349,0.328,0.306,0.396,0.342,1.159,0.073,0.229,0.031,0.021,0.182
543,0.305,0.032578125,0.662421875,5/3/2017,4302261.019,417862.4388,38.865356,-75.94676,IMG_2425.JPG,maize_cereal,No,0.109,0.113,0.144,0.174,0.197,0.248,0.282,0.312,0.361,0.344,0.356,0.358,0.309,0.309,0.293,0.273,0.350,0.304,1.153,0.071,0.196,0.027,0.016,0.177
544,0.37,0.005575221,0.624424779,5/3/2017,4302385.345,417849.4117,38.866475,-75.946925,IMG_2427.JPG,maize_cereal,No,0.103,0.106,0.141,0.178,0.202,0.253,0.283,0.307,0.349,0.322,0.336,0.336,0.285,0.287,0.272,0.252,0.329,0.281,1.170,0.078,0.201,0.025,0.014,0.167
545,0.37,0.124615385,0.505384615,5/3/2017,4302385.345,417849.4117,38.866475,-75.946925,IMG_2427B.JPG,maize_cereal,No,0.103,0.106,0.141,0.178,0.202,0.253,0.283,0.307,0.349,0.322,0.336,0.336,0.285,0.287,0.272,0.252,0.329,0.281,1.170,0.078,0.201,0.025,0.014,0.167
546,0.46,0.004778761,0.535221239,5/3/2017,4302385.345,417849.4117,38.866475,-75.946925,IMG_2427C.JPG,maize_cereal,No,0.103,0.106,0.141,0.178,0.202,0.253,0.283,0.307,0.349,0.322,0.336,0.336,0.285,0.287,0.272,0.252,0.329,0.281,1.170,0.078,0.201,0.025,0.014,0.167
547,0.46,0.106813187,0.433186813,5/3/2017,4302385.345,417849.4117,38.866475,-75.946925,IMG_2427D.JPG,maize_cereal,No,0.103,0.106,0.141,0.178,0.202,0.253,0.283,0.307,0.349,0.322,0.336,0.336,0.285,0.287,0.272,0.252,0.329,0.281,1.170,0.078,0.201,0.025,0.014,0.167
548,0.266667,0.106666618,0.626666382,5/8/2019,4301188.773,419051.9955,38.855805,-75.932924,IMG_5570.JPG,maize,No,0.077,0.100,0.148,0.188,0.214,0.272,0.300,0.335,0.395,0.378,0.379,0.368,0.323,0.318,0.309,0.289,0.378,0.316,1.196,0.089,0.261,0.015,0.010,0.167
549,0.262222,0.106666699,0.631111301,5/8/2019,4301203.329,419072.1032,38.855938,-75.932694,IMG_5572.JPG,maize,No,0.076,0.097,0.142,0.181,0.207,0.262,0.290,0.324,0.385,0.370,0.370,0.359,0.315,0.310,0.300,0.280,0.370,0.308,1.200,0.091,0.260,0.016,0.010,0.168
550,0.368889,0.053333324,0.577777676,5/8/2019,4301219.645,419093.7041,38.856087,-75.932447,IMG_5578.JPG,maize,No,0.067,0.088,0.124,0.158,0.184,0.236,0.266,0.302,0.367,0.349,0.352,0.341,0.292,0.289,0.279,0.258,0.351,0.287,1.222,0.100,0.269,0.019,0.011,0.183
551,0.302222,0.088888917,0.608889083,5/8/2019,4301233.876,419112.9407,38.856217,-75.932227,IMG_5581.JPG,maize,No,0.067,0.085,0.121,0.153,0.177,0.227,0.257,0.294,0.356,0.341,0.343,0.333,0.287,0.283,0.273,0.253,0.342,0.281,1.217,0.098,0.258,0.018,0.010,0.184
552,0.297778,0.155555506,0.546666494,5/8/2019,4301244.161,419138.2113,38.856312,-75.931937,IMG_5586.JPG,maize,No,0.077,0.095,0.133,0.169,0.195,0.249,0.277,0.315,0.369,0.353,0.354,0.344,0.300,0.297,0.287,0.267,0.354,0.295,1.200,0.091,0.248,0.017,0.010,0.175
553,0.306667,0.128888827,0.564444173,5/8/2019,4301183.373,419146.0953,38.855765,-75.931839,IMG_5594.JPG,maize,No,0.071,0.089,0.134,0.172,0.196,0.254,0.283,0.318,0.378,0.357,0.357,0.347,0.303,0.299,0.290,0.270,0.357,0.297,1.201,0.091,0.252,0.015,0.009,0.181
554,0.128889,0.05777777,0.81333323,5/8/2019,4301167.773,419130.4894,38.855623,-75.932017,IMG_5597.JPG,maize,No,0.082,0.102,0.152,0.194,0.221,0.283,0.314,0.351,0.408,0.391,0.390,0.379,0.335,0.329,0.320,0.301,0.390,0.328,1.189,0.086,0.262,0.014,0.009,0.174
555,0.137778,0.097777753,0.764444247,5/8/2019,4301157.5,419104.0038,38.855528,-75.932321,IMG_5600.JPG,maize,No,0.073,0.090,0.134,0.171,0.195,0.257,0.290,0.326,0.391,0.373,0.373,0.362,0.319,0.313,0.306,0.285,0.373,0.312,1.195,0.089,0.257,0.012,0.007,0.196
556,0.808889,0.031111093,0.159999907,5/8/2019,4301144.189,418745.3826,38.855375,-75.936452,IMG_5611.JPG,cereal_soy,Yes,0.037,0.053,0.084,0.114,0.137,0.189,0.225,0.261,0.322,0.308,0.319,0.309,0.236,0.239,0.221,0.197,0.314,0.232,1.353,0.150,0.344,0.037,0.017,0.244
557,0.693333,0.035555594,0.271111406,5/8/2019,4301138.593,418771.6193,38.855327,-75.936149,IMG_5615.JPG,cereal_soy,Yes,0.035,0.052,0.083,0.113,0.136,0.193,0.230,0.268,0.329,0.314,0.325,0.309,0.240,0.243,0.226,0.203,0.319,0.236,1.352,0.150,0.350,0.036,0.017,0.257
558,0.893333,0.044444583,0.062222417,5/8/2019,4301075.751,418730.7959,38.854757,-75.936612,IMG_5635.JPG,cereal_soy,Yes,0.030,0.048,0.081,0.112,0.136,0.196,0.236,0.272,0.335,0.311,0.326,0.308,0.233,0.237,0.219,0.195,0.318,0.230,1.385,0.162,0.373,0.040,0.018,0.268
559,0.222222,0.111111143,0.666666857,5/8/2019,4300653.343,417891.5929,38.850873,-75.946232,IMG_5713.JPG,soy,No,0.070,0.085,0.128,0.162,0.186,0.243,0.275,0.305,0.342,0.320,0.327,0.320,0.264,0.263,0.257,0.240,0.324,0.262,1.237,0.106,0.262,0.012,0.006,0.192
560,0.342222,0.048888905,0.608889095,5/8/2019,4300644.623,417919.1002,38.850797,-75.945914,IMG_5715.JPG,soy,No,0.069,0.085,0.126,0.163,0.185,0.243,0.273,0.304,0.346,0.325,0.330,0.323,0.270,0.268,0.262,0.243,0.328,0.266,1.229,0.103,0.258,0.012,0.006,0.194
561,0.013333,0,0.986667,5/8/2019,4300900.618,418041.251,38.853115,-75.944537,IMG_5730.JPG,soy,No,0.082,0.100,0.156,0.208,0.234,0.297,0.326,0.355,0.412,0.405,0.400,0.389,0.343,0.332,0.333,0.312,0.402,0.336,1.197,0.090,0.280,-0.001,-0.001,0.164
562,0.173333,0.013333339,0.813333661,5/8/2019,4300923.834,418028.5606,38.853323,-75.944686,IMG_5731.JPG,soy,No,0.057,0.070,0.112,0.151,0.173,0.236,0.268,0.300,0.348,0.332,0.333,0.324,0.274,0.268,0.266,0.245,0.332,0.269,1.235,0.105,0.267,0.005,0.003,0.217
563,0.12,0.04,0.84,5/8/2019,4300943.674,418009.587,38.8535,-75.944907,IMG_5734.JPG,soy,No,0.060,0.071,0.111,0.149,0.170,0.230,0.261,0.292,0.333,0.317,0.320,0.312,0.260,0.256,0.254,0.236,0.318,0.257,1.241,0.107,0.260,0.005,0.002,0.211
564,0.124444,0.022222234,0.853333766,5/8/2019,4300968.76,418030.6741,38.853728,-75.944667,IMG_5739.JPG,soy_cereal,No,0.052,0.067,0.106,0.142,0.164,0.219,0.249,0.281,0.319,0.307,0.309,0.301,0.255,0.250,0.246,0.228,0.308,0.250,1.231,0.103,0.244,0.008,0.004,0.207
565,0.213333,0.022222232,0.764444768,5/8/2019,4300994.488,418064.8717,38.853963,-75.944276,IMG_5744.JPG,soy_cereal,No,0.052,0.068,0.107,0.142,0.164,0.222,0.253,0.283,0.326,0.311,0.312,0.302,0.259,0.254,0.249,0.231,0.312,0.254,1.228,0.102,0.244,0.010,0.005,0.212
566,0.306667,0.022222212,0.671110788,5/8/2019,4301069.703,418089.4273,38.854643,-75.944002,IMG_5753.JPG,soy_cereal,No,0.063,0.080,0.125,0.165,0.189,0.249,0.277,0.308,0.361,0.347,0.346,0.334,0.291,0.286,0.280,0.260,0.346,0.286,1.213,0.096,0.256,0.010,0.006,0.188
567,0.213333,0.022222232,0.764444768,5/8/2019,4301096.737,418104.5462,38.854888,-75.943831,IMG_5756.JPG,soy_cereal,No,0.070,0.088,0.133,0.173,0.197,0.250,0.277,0.308,0.361,0.352,0.350,0.339,0.301,0.297,0.292,0.270,0.351,0.297,1.183,0.084,0.229,0.009,0.006,0.168
568,0.737778,0.026666644,0.235555356,5/8/2019,4300562.474,417664.4,38.850033,-75.948839,IMG_5760.JPG,cereal_soy,Yes,0.062,0.077,0.112,0.142,0.164,0.226,0.264,0.302,0.350,0.315,0.330,0.315,0.238,0.245,0.225,0.203,0.322,0.236,1.366,0.155,0.364,0.042,0.020,0.234
569,0.817778,0.035555512,0.146666488,5/8/2019,4300561.755,417669.4261,38.850027,-75.948781,IMG_5762.JPG,cereal_soy,Yes,0.061,0.076,0.111,0.141,0.163,0.226,0.264,0.302,0.350,0.315,0.330,0.314,0.237,0.244,0.225,0.203,0.322,0.235,1.370,0.156,0.366,0.041,0.019,0.238
570,0.826667,0.044444359,0.128888641,5/8/2019,4300492.605,417712.8823,38.849408,-75.948272,IMG_5769.JPG,cereal_soy,Yes,0.060,0.075,0.110,0.138,0.161,0.222,0.261,0.297,0.346,0.317,0.332,0.318,0.243,0.249,0.229,0.208,0.325,0.240,1.351,0.149,0.356,0.041,0.020,0.237
571,0.955556,0.0088888,0.0355552,5/8/2019,4300898.836,415985.8697,38.852905,-75.968221,IMG_5854.JPG,cereal_maize,Yes,0.041,0.054,0.083,0.114,0.138,0.185,0.216,0.252,0.296,0.261,0.274,0.259,0.189,0.192,0.178,0.157,0.268,0.186,1.438,0.180,0.344,0.039,0.015,0.220
572,0.902222,0.008888909,0.088889091,5/8/2019,4300997.785,416000.9774,38.853798,-75.968059,IMG_5861.JPG,cereal_maize,Yes,0.041,0.055,0.083,0.112,0.136,0.181,0.215,0.249,0.291,0.259,0.273,0.260,0.189,0.193,0.179,0.158,0.266,0.187,1.422,0.174,0.333,0.038,0.014,0.227
573,0.906667,0.0093333,0.0839997,5/8/2019,4300998.355,415999.5082,38.853803,-75.968076,IMG_5862.JPG,cereal_maize,Yes,0.041,0.055,0.083,0.112,0.136,0.181,0.215,0.249,0.291,0.259,0.273,0.260,0.189,0.193,0.179,0.158,0.266,0.187,1.422,0.174,0.333,0.038,0.014,0.227
574,0.573333,0.01706668,0.40960032,5/8/2019,4300986.973,415942.5452,38.853695,-75.968731,IMG_5876.JPG,cereal_maize,Yes,0.040,0.052,0.081,0.110,0.132,0.182,0.215,0.249,0.292,0.260,0.273,0.260,0.187,0.192,0.177,0.156,0.266,0.185,1.437,0.179,0.341,0.042,0.016,0.241
575,0.822222,0.0177778,0.1600002,5/8/2019,4300960.789,415952.2474,38.85346,-75.968616,IMG_5879.JPG,cereal_maize,Yes,0.041,0.053,0.082,0.112,0.136,0.185,0.218,0.254,0.300,0.261,0.275,0.261,0.185,0.191,0.175,0.155,0.268,0.184,1.456,0.186,0.353,0.045,0.016,0.232
576,0.44,0.017777778,0.542222222,5/8/2019,4300011.521,416479.1671,38.844957,-75.962429,IMG_5929.JPG,maize,No,0.055,0.066,0.093,0.118,0.139,0.191,0.230,0.270,0.331,0.301,0.312,0.302,0.229,0.230,0.216,0.196,0.306,0.225,1.362,0.153,0.343,0.033,0.015,0.247
577,0.057778,0,0.942222,5/8/2019,4299388.674,416775.2744,38.839373,-75.958942,IMG_5952.JPG,cereal,No,0.072,0.082,0.113,0.143,0.164,0.213,0.241,0.274,0.320,0.296,0.297,0.292,0.251,0.247,0.245,0.234,0.297,0.248,1.198,0.090,0.207,0.003,0.002,0.190
578,0.253333,0.004444446,0.742222554,5/8/2019,4299289.502,416813.12,38.838483,-75.958494,IMG_5970.JPG,cereal,No,0.081,0.091,0.121,0.142,0.158,0.209,0.238,0.267,0.292,0.268,0.271,0.266,0.230,0.227,0.224,0.215,0.270,0.227,1.189,0.086,0.181,0.006,0.003,0.201
579,0.217778,0,0.782222,5/8/2019,4299308.105,416806.5448,38.83865,-75.958572,IMG_5973.JPG,cereal,No,0.073,0.084,0.117,0.139,0.155,0.215,0.249,0.281,0.320,0.288,0.292,0.286,0.240,0.237,0.232,0.220,0.290,0.236,1.228,0.102,0.227,0.009,0.004,0.234
580,0.195556,0.004444442,0.799999558,5/8/2019,4299307.889,416805.9349,38.838648,-75.958579,IMG_5974.JPG,cereal,No,0.073,0.084,0.117,0.139,0.155,0.215,0.249,0.281,0.320,0.288,0.292,0.286,0.240,0.237,0.232,0.220,0.290,0.236,1.228,0.102,0.227,0.009,0.004,0.234
581,0.088889,0,0.911111,5/8/2019,4299378.779,416787.5829,38.839285,-75.958799,IMG_5982.JPG,cereal,No,0.069,0.079,0.109,0.135,0.154,0.204,0.229,0.258,0.297,0.271,0.272,0.267,0.228,0.226,0.222,0.212,0.272,0.225,1.205,0.093,0.195,0.008,0.004,0.198
582,0.36,0.013333333,0.626666667,5/8/2019,4300722.722,418018.8432,38.85151,-75.944774,IMG_0757.JPG,cereal,No,0.064,0.085,0.129,0.170,0.195,0.254,0.286,0.319,0.365,0.349,0.353,0.343,0.290,0.287,0.279,0.260,0.351,0.285,1.231,0.104,0.278,0.013,0.008,0.190
583,0.08,0.008888889,0.911111111,5/8/2019,4300796.338,418058.4838,38.852177,-75.944326,IMG_0770.JPG,cereal,No,0.059,0.074,0.113,0.151,0.173,0.228,0.258,0.288,0.322,0.305,0.309,0.300,0.258,0.253,0.248,0.230,0.307,0.253,1.215,0.097,0.229,0.010,0.005,0.196
584,0.2,0.04,0.76,5/8/2019,4300796.892,418058.4895,38.852182,-75.944326,IMG_0771.JPG,cereal,No,0.059,0.074,0.113,0.151,0.173,0.228,0.258,0.288,0.322,0.305,0.309,0.300,0.258,0.253,0.248,0.230,0.307,0.253,1.215,0.097,0.229,0.010,0.005,0.196
585,0.168889,0.008888888,0.822222112,5/8/2019,4300810.533,418005.8663,38.8523,-75.944934,IMG_0777.JPG,cereal,No,0.067,0.084,0.130,0.173,0.196,0.256,0.285,0.317,0.365,0.353,0.356,0.347,0.296,0.292,0.286,0.267,0.354,0.291,1.216,0.098,0.266,0.011,0.006,0.185
586,0.315556,0.026666649,0.657777351,5/8/2019,4300809.025,418012.0991,38.852287,-75.944862,IMG_0778.JPG,cereal,No,0.069,0.087,0.133,0.177,0.201,0.261,0.292,0.324,0.368,0.355,0.358,0.349,0.299,0.295,0.289,0.270,0.357,0.294,1.213,0.096,0.264,0.011,0.006,0.184
587,0.853333,0.008888909,0.137778091,5/8/2019,4300554.366,417632.8991,38.849957,-75.949201,IMG_0786.JPG,cereal_soy,Yes,0.064,0.081,0.114,0.143,0.166,0.222,0.258,0.293,0.337,0.306,0.319,0.307,0.236,0.244,0.224,0.204,0.313,0.235,1.333,0.143,0.329,0.042,0.020,0.217
588,0.8,0.04,0.16,5/8/2019,4300529.936,417612.8579,38.849735,-75.949429,IMG_0792.JPG,cereal_soy,Yes,0.065,0.079,0.112,0.142,0.164,0.220,0.253,0.289,0.331,0.303,0.316,0.304,0.233,0.240,0.221,0.201,0.309,0.231,1.338,0.145,0.329,0.040,0.018,0.213
589,0.857778,0.022222187,0.119999813,5/8/2019,4300494.722,417615.9633,38.849418,-75.949389,IMG_0796.JPG,cereal_soy,Yes,0.059,0.076,0.110,0.140,0.164,0.220,0.254,0.290,0.336,0.306,0.322,0.308,0.235,0.243,0.224,0.202,0.314,0.234,1.342,0.146,0.337,0.042,0.019,0.216
590,0.831111,0.031111132,0.137777868,5/8/2019,4300479.633,417615.5461,38.849282,-75.949392,IMG_0798.JPG,cereal_soy,Yes,0.061,0.078,0.111,0.140,0.163,0.219,0.252,0.287,0.336,0.307,0.322,0.309,0.237,0.245,0.225,0.204,0.315,0.236,1.336,0.144,0.333,0.041,0.019,0.214
591,0.933333,0,0.066667,5/8/2019,4300121.19,416667.3582,38.845963,-75.960274,IMG_0858.JPG,cereal_maize,Yes,0.062,0.079,0.112,0.147,0.174,0.233,0.275,0.323,0.381,0.306,0.325,0.308,0.208,0.217,0.194,0.175,0.315,0.206,1.527,0.209,0.458,0.055,0.023,0.225
592,0.884444,0.017777846,0.097778154,5/8/2019,4300131.313,416696.8001,38.846057,-75.959936,IMG_0865.JPG,cereal_maize,Yes,0.062,0.078,0.109,0.142,0.166,0.229,0.272,0.319,0.371,0.292,0.310,0.294,0.199,0.207,0.186,0.167,0.301,0.197,1.525,0.208,0.436,0.054,0.021,0.241
593,0.88,0,0.12,5/8/2019,4300081.88,416658.8733,38.845608,-75.960367,IMG_0874.JPG,cereal_maize,Yes,0.066,0.082,0.114,0.147,0.173,0.232,0.271,0.317,0.376,0.313,0.329,0.314,0.219,0.226,0.204,0.184,0.321,0.216,1.484,0.195,0.440,0.053,0.023,0.220
594,0.291667,0.094931227,0.613401773,5/8/2019,4301219.637,419094.3983,38.856087,-75.932439,IMG_5577.JPG,maize_cereal,No,0.067,0.088,0.124,0.158,0.184,0.236,0.266,0.302,0.367,0.349,0.352,0.341,0.292,0.289,0.279,0.258,0.351,0.287,1.222,0.100,0.269,0.019,0.011,0.183
595,0.305555,0.066489415,0.627955585,5/8/2019,4301234.742,419115.119,38.856225,-75.932202,IMG_5583.JPG,maize_cereal,No,0.070,0.088,0.124,0.157,0.182,0.233,0.263,0.300,0.359,0.343,0.345,0.336,0.289,0.285,0.274,0.254,0.344,0.283,1.218,0.098,0.260,0.020,0.011,0.181
596,0.159722,0.127100874,0.713177126,5/8/2019,4301184.699,419146.7163,38.855777,-75.931832,IMG_5595.JPG,maize_cereal,No,0.071,0.089,0.134,0.172,0.196,0.254,0.283,0.318,0.378,0.357,0.357,0.347,0.303,0.299,0.290,0.270,0.357,0.297,1.201,0.091,0.252,0.015,0.009,0.181
597,0.541667,0.032163719,0.426169281,5/8/2019,4301112.441,418789.3147,38.855093,-75.935942,IMG_5621.JPG,cereal_soy,Yes,0.034,0.051,0.084,0.116,0.140,0.199,0.239,0.276,0.341,0.327,0.337,0.321,0.251,0.253,0.236,0.212,0.332,0.247,1.344,0.147,0.358,0.035,0.017,0.261
598,0.590277,0.007587463,0.402135537,5/8/2019,4301054.603,418769.1963,38.85457,-75.936167,IMG_5629.JPG,cereal_soy,Yes,0.029,0.045,0.077,0.108,0.131,0.192,0.234,0.271,0.331,0.314,0.327,0.311,0.239,0.242,0.224,0.201,0.320,0.235,1.362,0.153,0.359,0.038,0.018,0.284
599,0.194444,0.007192464,0.798363536,5/8/2019,4300539.182,417951.8548,38.84985,-75.945524,IMG_5698.JPG,soy_cereal,No,0.070,0.085,0.127,0.168,0.190,0.248,0.278,0.310,0.361,0.343,0.347,0.338,0.283,0.280,0.272,0.252,0.345,0.279,1.238,0.107,0.280,0.015,0.008,0.188
600,0.1875,0.007386364,0.805113636,5/8/2019,4300583.886,417921.9426,38.85025,-75.945874,IMG_5704.JPG,soy_cereal,No,0.070,0.082,0.122,0.159,0.180,0.239,0.269,0.301,0.345,0.325,0.331,0.322,0.268,0.266,0.258,0.240,0.328,0.264,1.240,0.107,0.268,0.015,0.008,0.198
601,0.291667,0.022368411,0.685964589,5/8/2019,4300655.725,417897.3454,38.850895,-75.946166,IMG_5714.JPG,soy_cereal,No,0.071,0.086,0.129,0.164,0.188,0.245,0.277,0.306,0.344,0.322,0.329,0.322,0.267,0.266,0.259,0.242,0.326,0.264,1.233,0.104,0.259,0.013,0.007,0.193
